"","carat","cut","color","clarity","depth","table","price","x","y","z","volume","PA","CA","VA"
"46031",0.5,"Premium","E","VS2",61.4,58,1746,5.12,5.07,3.13,81.249792,0,0,0
"46032",0.5,"Premium","E","VS2",61.3,60,1746,5.11,5.07,3.12,80.832024,0,0,0
"46033",0.5,"Premium","E","VS2",62.7,54,1746,5.1,5.07,3.19,82.48383,0,0,0
"46034",0.5,"Premium","E","VS2",61.3,58,1746,5.12,5.06,3.12,80.830464,0,0,0
"46035",0.5,"Premium","E","VS2",61.8,58,1746,5.09,5.07,3.14,81.031782,0,0,0
"46036",0.5,"Ideal","E","VS2",62.2,55,1746,5.09,5.07,3.16,81.547908,0,0,0
"46037",0.5,"Ideal","E","VS2",61.8,55,1746,5.11,5.06,3.14,81.189724,0,0,0
"46038",0.5,"Premium","E","VS2",62.3,60,1746,5.09,5.05,3.16,81.22622,0,0,0
"46039",0.5,"Premium","E","VS2",61.8,58,1746,5.11,5.05,3.14,81.02927,0,0,0
"46040",0.5,"Ideal","E","VS2",62.8,57,1746,5.12,5.04,3.19,82.317312,0,0,0
"46041",0.6,"Ideal","G","VS2",62.1,57,1746,5.43,5.36,3.35,97.50108,0,0,0
"46042",0.57,"Premium","G","VS1",60.5,58,1746,5.39,5.32,3.24,92.906352,0,0,0
"46043",0.5,"Premium","E","VS2",62.9,59,1746,5.09,5.06,3.19,82.159726,0,0,0
"46044",0.5,"Premium","G","VS1",62.2,59,1746,5.09,5.04,3.15,80.80884,0,0,0
"46045",0.5,"Ideal","I","VVS1",61.6,56,1747,5.1,5.13,3.15,82.41345,0,0,0
"46046",0.56,"Ideal","E","VS2",61.6,57,1747,5.32,5.3,3.27,92.20092,0,0,0
"46047",0.57,"Very Good","D","VS2",62.5,59,1748,5.28,5.32,3.31,92.976576,0,0,0
"46048",0.52,"Very Good","F","VS1",63.2,57,1748,5.09,5.1,3.22,83.58798,0,0,0
"46049",0.59,"Very Good","E","SI1",61.3,58,1748,5.41,5.45,3.33,98.183385,0,0,0
"46050",0.65,"Premium","F","SI1",61.4,57.8,1748,5.5,5.56,3.39,103.6662,0,0,0
"46051",0.71,"Good","I","VS2",64,59,1748,5.55,5.61,3.57,111.153735,0,0,0
"46052",0.52,"Ideal","H","VVS1",61,56,1748,5.17,5.21,3.17,85.386169,0,0,0
"46053",0.7,"Premium","H","SI2",61.3,61,1749,5.67,5.62,3.46,110.254284,0,0,0
"46054",0.52,"Ideal","H","VVS2",61,57,1749,5.16,5.2,3.16,84.78912,0,0,0
"46055",0.52,"Very Good","D","VS2",62.8,58,1749,5.11,5.14,3.22,84.574588,0,0,0
"46056",0.52,"Premium","D","VS2",62.4,58,1749,5.09,5.13,3.19,83.296323,0,0,0
"46057",0.62,"Ideal","E","SI1",61.5,57,1749,5.44,5.49,3.36,100.348416,0,0,0
"46058",0.51,"Premium","F","VS1",62.2,58,1749,5.14,5.12,3.19,83.950592,0,0,0
"46059",0.5,"Ideal","F","VS2",60.9,57,1749,5.14,5.16,3.14,83.280336,0,0,0
"46060",0.6,"Ideal","E","SI1",61.4,58,1749,5.44,5.47,3.35,99.68528,0,0,0
"46061",0.7,"Fair","I","SI1",65.2,58,1749,5.6,5.56,3.64,113.33504,0,0,0
"46062",0.51,"Premium","F","VS1",60,58,1749,5.21,5.19,3.12,84.364488,0,0,0
"46063",0.84,"Good","F","I1",60.8,64,1749,6.05,6.03,3.67,133.887105,0,0,0
"46064",0.68,"Premium","G","SI1",61.9,60,1749,5.66,5.62,3.49,111.014108,0,0,0
"46065",0.51,"Premium","H","VVS2",60.8,61,1749,5.12,5.08,3.1,80.62976,0,0,0
"46066",0.98,"Fair","G","I1",68,63,1749,6.13,6.02,4.13,152.407738,0,0,0
"46067",0.58,"Very Good","D","VS2",61,58,1750,5.37,5.42,3.29,95.756766,0,0,0
"46068",0.5,"Very Good","D","VS1",62,56,1750,5.09,5.11,3.16,82.191284,0,0,0
"46069",0.6,"Very Good","D","SI1",62.2,58,1750,5.4,5.44,3.37,98.99712,0,0,0
"46070",0.51,"Ideal","G","VVS2",62,57,1750,5.1,5.13,3.17,82.93671,0,0,0
"46071",0.51,"Very Good","G","VVS2",62.9,57,1750,5.06,5.12,3.2,82.90304,0,0,0
"46072",0.51,"Ideal","G","VVS2",61.6,56,1750,5.12,5.14,3.16,83.161088,0,0,0
"46073",0.51,"Good","G","VVS2",63.5,56,1750,5.07,5.11,3.23,83.681871,0,0,0
"46074",0.54,"Very Good","G","VVS2",61.8,57,1751,5.22,5.26,3.24,88.961328,0,0,0
"46075",0.51,"Very Good","F","VS1",62.5,54,1751,5.13,5.15,3.21,84.806595,0,0,0
"46076",0.51,"Ideal","F","VS1",61.8,55,1751,5.13,5.16,3.18,84.177144,0,0,0
"46077",0.57,"Ideal","F","SI1",62.2,56,1751,5.33,5.31,3.31,93.680613,0,0,0
"46078",0.64,"Premium","D","SI2",62.8,54,1751,5.52,5.5,3.46,105.0456,0,0,0
"46079",0.55,"Ideal","G","VS2",61.6,55,1752,5.31,5.25,3.25,90.601875,0,0,0
"46080",0.51,"Very Good","G","VS1",62.4,60,1752,5.05,5.08,3.16,81.06664,0,0,0
"46081",0.51,"Ideal","D","VS1",60.9,57,1752,5.17,5.2,3.16,84.95344,0,0,0
"46082",0.51,"Ideal","D","VS1",61.7,54,1752,5.12,5.15,3.17,83.58656,0,0,0
"46083",0.5,"Good","E","VS2",63.8,54,1752,5.05,5.07,3.23,82.699305,0,0,0
"46084",0.5,"Very Good","D","VS2",62.8,56,1752,5.04,5.08,3.18,81.418176,0,0,0
"46085",0.5,"Premium","D","VS2",61.9,58,1752,5.04,5.1,3.14,80.71056,0,0,0
"46086",0.5,"Premium","D","VS2",61.1,58,1752,5.09,5.12,3.12,81.309696,0,0,0
"46087",0.5,"Premium","D","VS2",61.4,59,1752,5.11,5.15,3.15,82.896975,0,0,0
"46088",0.61,"Premium","H","VVS2",60.9,60,1752,5.47,5.5,3.34,100.4839,0,0,0
"46089",0.61,"Ideal","D","SI1",62.1,55,1752,5.42,5.43,3.37,99.181122,0,0,0
"46090",0.5,"Ideal","D","VS2",62.3,55,1752,5.07,5.11,3.17,82.127409,0,0,0
"46091",0.5,"Very Good","D","VS2",62.8,58,1752,5.05,5.08,3.18,81.57972,0,0,0
"46092",0.5,"Ideal","D","VS2",62.5,54,1752,5.05,5.09,3.17,81.483265,0,0,0
"46093",0.5,"Premium","D","VS2",61.2,60,1752,5.08,5.12,3.12,81.149952,0,0,0
"46094",0.5,"Very Good","D","VS2",62.9,61,1752,4.96,5.03,3.14,78.339232,0,0,0
"46095",0.5,"Very Good","D","VS2",62.8,58,1752,5.03,5.07,3.17,80.841657,0,0,0
"46096",0.5,"Premium","D","VS2",62.1,58,1752,5.03,5.08,3.14,80.234536,0,0,0
"46097",0.5,"Ideal","D","VS2",62.6,56,1752,5.05,5.08,3.17,81.32318,0,0,0
"46098",0.58,"Ideal","E","VS2",62,57,1752,5.33,5.35,3.31,94.386305,0,0,0
"46099",0.52,"Ideal","D","VS2",61.8,57,1752,5.16,5.2,3.2,85.8624,0,0,0
"46100",0.55,"Ideal","E","SI1",62.4,58,1752,5.28,5.23,3.27,90.299088,0,0,0
"46101",0.56,"Ideal","D","VS2",62.7,57,1753,5.25,5.28,3.3,91.476,0,0,0
"46102",0.53,"Ideal","F","VS2",61.1,56,1753,5.26,5.22,3.2,87.86304,0,0,0
"46103",0.53,"Premium","F","VS2",60.6,55,1753,5.26,5.23,3.18,87.481164,0,0,0
"46104",0.53,"Premium","F","VS2",61.9,58,1753,5.2,5.17,3.21,86.29764,0,0,0
"46105",0.53,"Premium","F","VS2",61.4,60,1753,5.21,5.18,3.19,86.091082,0,0,0
"46106",0.53,"Ideal","F","VS2",61.8,55,1753,5.23,5.19,3.22,87.402714,0,0,0
"46107",0.53,"Ideal","F","VS2",61.5,55,1753,5.27,5.2,3.22,88.24088,0,0,0
"46108",0.53,"Premium","D","SI1",61.4,57,1753,5.26,5.2,3.21,87.79992,0,0,0
"46109",0.53,"Ideal","D","SI1",62,55,1753,5.24,5.22,3.24,88.623072,0,0,0
"46110",0.53,"Premium","D","SI1",60,58,1753,5.29,5.24,3.16,87.593936,0,0,0
"46111",0.53,"Ideal","D","SI1",61.7,56,1753,5.23,5.15,3.2,86.1904,0,0,0
"46112",0.53,"Premium","D","SI1",61,58,1753,5.22,5.18,3.17,85.715532,0,0,0
"46113",0.53,"Ideal","D","SI1",62.2,56,1753,5.23,5.19,3.24,87.945588,0,0,0
"46114",0.53,"Premium","D","SI1",61.6,59,1753,5.2,5.16,3.19,85.59408,0,0,0
"46115",0.57,"Very Good","F","VS2",59.5,57,1754,5.39,5.43,3.22,94.241994,0,0,0
"46116",0.57,"Ideal","D","SI1",61,57,1754,5.31,5.34,3.25,92.15505,0,0,0
"46117",0.52,"Ideal","H","VVS1",61.7,55,1754,5.17,5.2,3.2,86.0288,0,0,0
"46118",0.54,"Very Good","G","VS1",61.6,56,1754,5.23,5.26,3.23,88.856654,0,0,0
"46119",0.57,"Very Good","D","SI1",61.1,56,1754,5.33,5.38,3.27,93.768558,0,0,0
"46120",0.54,"Ideal","E","VS2",60.8,57,1754,5.24,5.29,3.2,88.70272,0,0,0
"46121",0.54,"Premium","G","VS1",61.1,59,1754,5.22,5.26,3.2,87.86304,0,0,0
"46122",0.54,"Ideal","G","VS1",61.3,57,1754,5.25,5.28,3.23,89.5356,0,0,0
"46123",0.57,"Ideal","F","VS2",61.7,57,1754,5.33,5.36,3.3,94.27704,0,0,0
"46124",0.54,"Ideal","G","VS1",62.3,55,1754,5.2,5.24,3.25,88.556,0,0,0
"46125",0.54,"Ideal","E","VS2",61.4,57,1754,5.21,5.25,3.21,87.801525,0,0,0
"46126",0.54,"Ideal","G","VS1",62,56,1754,5.21,5.24,3.24,88.453296,0,0,0
"46127",0.57,"Ideal","D","SI1",62.4,56,1754,5.29,5.32,3.31,93.152668,0,0,0
"46128",0.54,"Ideal","E","VS2",61,56,1754,5.25,5.28,3.21,88.9812,0,0,0
"46129",0.54,"Ideal","E","VS2",61.9,55,1754,5.2,5.24,3.23,88.01104,0,0,0
"46130",0.54,"Premium","E","VS2",59.2,58,1754,5.32,5.35,3.16,89.93992,0,0,0
"46131",0.54,"Ideal","E","VS2",62.2,55,1754,5.21,5.24,3.25,88.7263,0,0,0
"46132",0.54,"Ideal","E","VS2",60.5,56,1754,5.26,5.28,3.19,88.595232,0,0,0
"46133",0.54,"Ideal","E","VS2",61.7,55,1754,5.24,5.27,3.24,89.471952,0,0,0
"46134",0.54,"Ideal","E","VS2",61.9,57,1754,5.2,5.23,3.23,87.84308,0,0,0
"46135",0.54,"Ideal","G","VS1",61.8,54,1754,5.22,5.24,3.23,88.349544,0,0,0
"46136",0.57,"Premium","F","VS2",60.3,58,1754,5.4,5.44,3.27,96.05952,0,0,0
"46137",0.43,"Ideal","D","VVS1",61.9,54,1754,4.83,4.87,3,70.5663,0,0,0
"46138",0.4,"Ideal","D","VVS1",61.8,55,1754,4.72,4.76,2.93,65.828896,0,0,0
"46139",0.53,"Ideal","G","VS1",61.2,55,1754,5.23,5.26,3.21,88.306458,0,0,0
"46140",0.55,"Ideal","F","VS1",62.3,53,1754,5.28,5.31,3.3,92.52144,0,0,0
"46141",0.52,"Good","G","VVS1",58.3,59,1754,5.26,5.3,3.08,85.86424,0,0,0
"46142",0.55,"Very Good","D","VS2",60.4,59,1755,5.29,5.34,3.21,90.678006,0,0,0
"46143",0.56,"Very Good","E","VS2",61.7,56,1755,5.25,5.31,3.26,90.88065,0,0,0
"46144",0.56,"Very Good","E","VS2",61,58,1755,5.29,5.34,3.24,91.525464,0,0,0
"46145",0.5,"Very Good","E","VS1",61.4,55,1755,5.09,5.14,3.14,82.150564,0,0,0
"46146",0.5,"Very Good","E","VS1",62.6,57,1755,5.02,5.08,3.16,80.585056,0,0,0
"46147",0.55,"Premium","F","VS1",61,59,1755,5.26,5.29,3.22,89.597788,0,0,0
"46148",0.56,"Premium","E","SI1",61.5,60,1755,5.27,5.3,3.25,90.77575,0,0,0
"46149",0.59,"Ideal","E","VS2",61.4,56,1755,5.33,5.42,3.3,95.33238,0,0,0
"46150",0.55,"Ideal","D","VS2",62.7,57,1755,5.2,5.23,3.27,88.93092,0,0,0
"46151",0.5,"Ideal","E","VS1",62,58,1755,5.09,5.14,3.17,82.935442,0,0,0
"46152",0.56,"Ideal","G","SI1",61.6,59,1755,5.27,5.32,3.26,91.398664,0,0,0
"46153",0.71,"Good","J","SI1",61.5,62,1755,5.61,5.66,3.47,110.181522,0,0,0
"46154",0.3,"Premium","H","VS1",61.3,58,526,4.29,4.32,2.64,48.926592,0,0,0
"46155",0.3,"Good","G","VS2",63.5,54,526,4.25,4.28,2.71,49.2949,0,0,0
"46156",0.3,"Very Good","G","VS2",61.4,54,526,4.31,4.36,2.66,49.985656,0,0,0
"46157",0.3,"Ideal","E","SI1",61.9,57,526,4.29,4.33,2.67,49.597119,0,0,0
"46158",0.3,"Good","E","VS2",63.3,55,526,4.26,4.3,2.71,49.64178,0,0,0
"46159",0.3,"Very Good","E","SI1",61.7,56,526,4.27,4.29,2.64,48.360312,0,0,0
"46160",0.3,"Premium","I","VVS2",61,60,526,4.3,4.36,2.64,49.49472,0,0,0
"46161",0.3,"Good","H","VS1",63.1,57,526,4.24,4.26,2.68,48.407232,0,0,0
"46162",0.3,"Very Good","E","SI1",62.9,57,526,4.27,4.32,2.7,49.80528,0,0,0
"46163",0.3,"Very Good","G","VS2",63,56,526,4.27,4.3,2.7,49.5747,0,0,0
"46164",0.3,"Ideal","H","VS1",61.3,56,526,4.31,4.33,2.65,49.455095,0,0,0
"46165",0.3,"Very Good","G","VS2",60.6,61,526,4.29,4.32,2.61,48.370608,0,0,0
"46166",0.3,"Good","G","VS2",63.1,56,526,4.25,4.28,2.69,48.9311,0,0,0
"46167",0.3,"Very Good","H","VS1",63,59,526,4.21,4.27,2.67,47.997789,0,0,0
"46168",0.3,"Ideal","G","VS2",61.7,56,526,4.31,4.35,2.67,50.058495,0,0,0
"46169",0.3,"Good","E","SI1",63.6,57,526,4.22,4.24,2.69,48.131632,0,0,0
"46170",0.3,"Premium","E","SI1",62.5,59,526,4.28,4.3,2.68,49.32272,0,0,0
"46171",0.3,"Very Good","H","VS1",62.9,57,526,4.26,4.29,2.69,49.160826,0,0,0
"46172",0.3,"Ideal","G","VS2",62.2,57,526,4.26,4.32,2.67,49.136544,0,0,0
"46173",0.3,"Premium","E","SI1",59.8,60,526,4.31,4.35,2.59,48.558615,0,0,0
"46174",0.3,"Very Good","G","VS2",63,55,526,4.29,4.31,2.71,50.107629,0,0,0
"46175",0.3,"Premium","I","VVS2",61.8,58,526,4.28,4.33,2.66,49.296184,0,0,0
"46176",0.3,"Ideal","H","VS1",62.3,55,526,4.29,4.34,2.69,50.084034,0,0,0
"46177",0.3,"Ideal","G","VS2",62.3,56,526,4.27,4.3,2.67,49.02387,0,0,0
"46178",0.3,"Good","H","VS1",63.9,55,526,4.26,4.28,2.73,49.775544,0,0,0
"46179",0.3,"Very Good","H","VS1",60.4,61,526,4.3,4.34,2.61,48.70782,0,0,0
"46180",0.3,"Good","E","SI1",63.1,53,526,4.27,4.32,2.71,49.989744,0,0,0
"46181",0.3,"Good","G","VS2",63.9,55,526,4.27,4.28,2.73,49.892388,0,0,0
"46182",0.3,"Very Good","E","SI1",61.8,60,526,4.23,4.28,2.63,47.614572,0,0,0
"46183",0.3,"Ideal","H","VS1",61.4,54,526,4.33,4.37,2.67,50.522007,0,0,0
"46184",0.58,"Ideal","H","VS2",61.2,56,1755,5.41,5.39,3.3,96.22767,0,0,0
"46185",0.51,"Very Good","D","VS1",61,57,1756,5.15,5.18,3.15,84.03255,0,0,0
"46186",0.59,"Very Good","H","VS1",62.1,55,1757,5.37,5.41,3.35,97.323195,0,0,0
"46187",0.69,"Very Good","H","SI1",62.5,57.6,1757,5.66,5.72,3.55,114.93196,0,0,0
"46188",0.51,"Ideal","G","VS1",61.8,60,1757,5.08,5.12,3.15,81.93024,0,0,0
"46189",0.6,"Good","G","VS1",60.1,61,1757,5.44,5.5,3.29,98.4368,0,0,0
"46190",0.51,"Ideal","E","VS1",62.7,56,1758,5.14,5.1,3.21,84.14694,0,0,0
"46191",0.5,"Very Good","D","VS2",60.8,56,1758,5.14,5.16,3.13,83.015112,0,0,0
"46192",0.51,"Ideal","E","VS1",61.5,56,1758,5.11,5.16,3.16,83.321616,0,0,0
"46193",0.58,"Good","E","VS2",63.1,56,1758,5.26,5.33,3.34,93.639572,0,0,0
"46194",0.51,"Premium","E","VS1",61.8,58,1758,5.13,5.09,3.16,82.512972,0,0,0
"46195",0.52,"Ideal","G","VS1",62.4,55.1,1758,5.11,5.15,3.2,84.2128,0,0,0
"46196",0.56,"Good","F","VS1",63,59,1758,5.24,5.27,3.31,91.404988,0,0,0
"46197",0.5,"Premium","D","VS2",62.8,58,1758,5.03,5,3.15,79.2225,0,0,0
"46198",0.58,"Premium","I","VVS1",62.6,59,1758,5.31,5.27,3.31,92.626047,0,0,0
"46199",0.58,"Ideal","I","VVS1",63,57,1758,5.34,5.29,3.35,94.63281,0,0,0
"46200",0.58,"Ideal","G","VS2",61.9,56,1758,5.38,5.34,3.32,95.380944,0,0,0
"46201",0.58,"Ideal","E","SI1",61.6,55,1758,5.38,5.33,3.3,94.62882,0,0,0
"46202",0.58,"Ideal","E","SI1",61.5,55,1758,5.39,5.34,3.3,94.98258,0,0,0
"46203",0.51,"Premium","E","VS1",62,61,1758,5.14,5.11,3.18,83.523972,0,0,0
"46204",0.5,"Good","D","VS2",63.7,56,1758,5.09,5.05,3.23,83.025535,0,0,0
"46205",0.5,"Very Good","D","VS2",63.4,56,1758,5.1,5.05,3.22,82.9311,0,0,0
"46206",0.5,"Very Good","D","VS2",63.3,54,1758,5.07,5.04,3.2,81.76896,0,0,0
"46207",0.5,"Very Good","D","VS2",63.4,57,1758,5.09,5.04,3.21,82.348056,0,0,0
"46208",0.7,"Ideal","E","SI1",62.3,56,1758,5.68,5.62,3.52,112.364032,0,0,0
"46209",0.7,"Good","E","SI2",56.9,63,1758,5.78,5.71,3.27,107.922426,0,0,0
"46210",0.71,"Very Good","D","SI2",59.6,63,1758,5.8,5.71,3.44,113.92592,0,0,0
"46211",0.9,"Fair","H","I1",66.9,63,1758,6.04,5.91,4,142.7856,0,0,0
"46212",0.57,"Ideal","H","VS2",61.5,57,1759,5.35,5.38,3.3,94.9839,0,0,0
"46213",0.58,"Ideal","H","VS1",61.1,57,1759,5.38,5.42,3.3,96.22668,0,0,0
"46214",0.5,"Ideal","E","VS1",61.9,54.1,1759,5.09,5.15,3.17,83.096795,0,0,0
"46215",0.51,"Ideal","E","VS1",60.9,56,1759,5.16,5.22,3.16,85.115232,0,0,0
"46216",0.57,"Ideal","F","SI1",61.9,56,1759,5.33,5.37,3.31,94.739151,0,0,0
"46217",0.61,"Good","D","SI1",59,57,1759,5.54,5.57,3.28,101.213584,0,0,0
"46218",0.5,"Ideal","G","VVS2",62.2,56,1760,5.02,5.11,3.15,80.80443,0,0,0
"46219",0.71,"Very Good","J","SI1",61,61,1760,5.66,5.71,3.47,112.145542,0,0,0
"46220",0.57,"Premium","F","VS2",59.8,59,1760,5.4,5.37,3.22,93.37356,0,0,0
"46221",0.58,"Ideal","G","VS2",61.2,56,1760,5.37,5.41,3.3,95.87061,0,0,0
"46222",0.52,"Ideal","E","VS2",61.5,56,1760,5.16,5.18,3.18,84.997584,0,0,0
"46223",0.51,"Good","E","VS1",57.9,63,1760,5.24,5.39,3.08,86.990288,0,0,0
"46224",0.63,"Fair","H","VS1",57.3,62.5,1760,5.65,5.7,3.25,104.66625,0,0,0
"46225",0.57,"Ideal","F","VS2",62.1,55,1760,5.35,5.31,3.31,94.032135,0,0,0
"46226",0.57,"Ideal","F","VS2",62.3,55,1760,5.36,5.3,3.32,94.31456,0,0,0
"46227",0.57,"Premium","F","VS2",62,54,1760,5.34,5.31,3.3,93.57282,0,0,0
"46228",0.54,"Ideal","G","VS1",62.2,56,1760,5.23,5.19,3.24,87.945588,0,0,0
"46229",0.54,"Premium","E","VS2",60.7,56,1760,5.32,5.29,3.22,90.619816,0,0,0
"46230",0.54,"Very Good","E","VS2",63.1,58,1760,5.21,5.13,3.26,87.130998,0,0,0
"46231",0.54,"Premium","G","VS1",61.6,58,1760,5.25,5.21,3.22,88.07505,0,0,0
"46232",0.54,"Premium","G","VS1",61.1,60,1760,5.28,5.23,3.21,88.642224,0,0,0
"46233",0.57,"Premium","F","VS2",60.4,60,1760,5.36,5.31,3.22,91.646352,0,0,0
"46234",0.57,"Premium","F","VS2",59.5,60,1760,5.44,5.35,3.21,93.42384,0,0,0
"46235",0.71,"Ideal","F","I1",60.1,57,1761,5.79,5.76,3.47,115.725888,0,0,0
"46236",0.58,"Ideal","G","VS2",61.9,55,1761,5.33,5.36,3.31,94.562728,0,0,0
"46237",0.58,"Ideal","G","VS2",60,56,1761,5.45,5.48,3.28,97.96048,0,0,0
"46238",0.56,"Ideal","F","VS2",62.6,56,1761,5.28,5.3,3.31,92.62704,0,0,0
"46239",0.58,"Ideal","E","VS2",62.1,55,1761,5.35,5.34,3.32,94.84908,0,0,0
"46240",0.51,"Very Good","G","VVS2",62.2,56,1762,5.1,5.13,3.18,83.19834,0,0,0
"46241",0.54,"Ideal","H","VS1",60.9,55,1762,5.28,5.3,3.22,90.10848,0,0,0
"46242",0.72,"Fair","J","SI2",66.1,55,1762,5.51,5.56,3.66,112.126296,0,0,0
"46243",0.55,"Ideal","G","VS1",61.5,57,1763,5.23,5.28,3.23,89.194512,0,0,0
"46244",0.7,"Good","I","SI1",61.6,63,1763,5.59,5.68,3.47,110.176664,0,0,0
"46245",0.7,"Very Good","I","SI1",62.8,59,1763,5.63,5.67,3.55,113.323455,0,0,0
"46246",0.54,"Ideal","D","VS2",60.9,56,1763,5.3,5.27,3.22,89.93782,0,0,0
"46247",0.54,"Ideal","I","IF",62.5,55,1763,5.21,5.26,3.27,89.613042,0,0,0
"46248",0.57,"Premium","E","VS2",62,58,1763,5.38,5.33,3.32,95.202328,0,0,0
"46249",0.59,"Very Good","F","VS2",62,58,1764,5.35,5.42,3.34,96.84998,0,0,0
"46250",0.71,"Very Good","J","SI2",61.1,58,1764,5.67,5.76,3.49,113.980608,0,0,0
"46251",0.5,"Very Good","G","VVS2",62.8,57,1764,5.05,5.07,3.18,81.41913,0,0,0
"46252",0.5,"Good","G","VVS2",63.6,57,1764,5.04,5.08,3.22,82.442304,0,0,0
"46253",0.55,"Ideal","E","VS1",61.5,57,1764,5.23,5.27,3.23,89.025583,0,0,0
"46254",0.7,"Premium","J","VVS2",60.6,58,1764,5.73,5.82,3.5,116.7201,0,0,0
"46255",0.37,"Ideal","D","VVS1",61.3,56,1764,4.6,4.63,2.83,60.27334,0,0,0
"46256",0.58,"Ideal","H","VS1",62.3,57,1764,5.33,5.36,3.33,95.134104,0,0,0
"46257",0.5,"Premium","F","VS1",60.6,59,1764,5.19,5.14,3.13,83.497758,0,0,0
"46258",0.72,"Premium","G","SI2",59.1,61,1764,5.89,5.85,3.47,119.564055,0,0,0
"46259",0.72,"Premium","G","SI2",62.7,57,1764,5.74,5.7,3.59,117.45762,0,0,0
"46260",0.5,"Ideal","D","SI1",59.9,60,1764,5.15,5.13,3.08,81.37206,0,0,0
"46261",0.54,"Ideal","E","VS2",62.4,56,1765,5.23,5.19,3.25,88.217025,0,0,0
"46262",0.51,"Ideal","F","VS1",60.2,56,1765,5.22,5.24,3.15,86.16132,0,0,0
"46263",0.5,"Ideal","G","VVS2",62.1,57,1766,5.06,5.09,3.15,81.12951,0,0,0
"46264",0.5,"Ideal","G","VVS2",61.8,54,1766,5.11,5.15,3.17,83.423305,0,0,0
"46265",0.51,"Ideal","H","VVS1",62.2,56,1766,5.12,5.14,3.19,83.950592,0,0,0
"46266",0.6,"Ideal","H","SI1",61.4,55,1766,5.46,5.49,3.36,100.717344,0,0,0
"46267",0.62,"Premium","F","SI1",59.8,60,1766,5.56,5.51,3.31,101.403836,0,0,0
"46268",0.53,"Premium","F","VS1",59.4,58,1766,5.32,5.28,3.15,88.48224,0,0,0
"46269",0.55,"Ideal","E","VS2",59.3,57,1767,5.43,5.39,3.21,93.949317,0,0,0
"46270",0.51,"Ideal","D","VS2",60.5,56,1767,5.21,5.2,3.15,85.3398,0,0,0
"46271",0.52,"Very Good","E","VS1",59.6,58,1767,5.21,5.26,3.12,85.502352,0,0,0
"46272",0.52,"Ideal","H","VVS1",62.1,53.8,1767,5.17,5.19,3.21,86.131683,0,0,0
"46273",0.52,"Ideal","F","VS1",62.1,56,1767,5.14,5.2,3.2,85.5296,0,0,0
"46274",0.7,"Ideal","J","SI2",61.4,55,1767,5.72,5.75,3.52,115.7728,0,0,0
"46275",0.63,"Good","H","VS1",62.9,54,1767,5.47,5.56,3.47,105.533804,0,0,0
"46276",0.54,"Good","D","SI1",57.9,60,1767,5.36,5.39,3.11,89.849144,0,0,0
"46277",0.52,"Ideal","E","VS2",61,57,1767,5.21,5.19,3.17,85.716483,0,0,0
"46278",0.52,"Ideal","E","VS2",61.3,55,1767,5.22,5.19,3.19,86.422842,0,0,0
"46279",0.52,"Ideal","E","VS2",61.5,56,1767,5.17,5.14,3.17,84.238946,0,0,0
"46280",0.55,"Ideal","D","VS2",61,56,1768,5.31,5.28,3.23,90.558864,0,0,0
"46281",0.51,"Very Good","G","VVS2",60.9,56,1768,5.17,5.21,3.16,85.116812,0,0,0
"46282",0.51,"Very Good","G","VVS2",62.6,59,1768,5.08,5.11,3.19,82.808572,0,0,0
"46283",0.5,"Ideal","E","VS2",60.8,55,1768,5.19,5.16,3.15,84.35826,0,0,0
"46284",0.5,"Ideal","E","VS2",60.8,57,1768,5.16,5.13,3.13,82.853604,0,0,0
"46285",0.66,"Very Good","E","SI2",61.3,57.2,1769,5.59,5.66,3.45,109.15593,0,0,0
"46286",0.53,"Ideal","G","VS2",61.6,57,1769,5.15,5.2,3.19,85.4282,0,0,0
"46287",0.51,"Ideal","D","VS2",60.8,57,1769,5.18,5.21,3.16,85.281448,0,0,0
"46288",0.53,"Ideal","E","SI1",60.9,57,1769,5.21,5.24,3.18,86.815272,0,0,0
"46289",0.53,"Good","G","VVS2",64.3,58,1769,5.11,5.15,3.3,86.84445,0,0,0
"46290",0.59,"Premium","F","VS2",61.5,58,1769,5.45,5.41,3.34,98.47823,0,0,0
"46291",0.56,"Very Good","E","VS2",61.1,57,1770,5.33,5.38,3.27,93.768558,0,0,0
"46292",0.56,"Ideal","H","VS1",61.8,55,1770,5.29,5.33,3.28,92.481896,0,0,0
"46293",0.54,"Premium","D","SI1",58.3,61,1770,5.38,5.32,3.12,89.299392,0,0,0
"46294",0.7,"Fair","D","SI2",67.8,58,1770,5.51,5.44,3.71,111.205024,0,0,0
"46295",0.54,"Premium","F","VS1",60,59,1770,5.3,5.23,3.16,87.59204,0,0,0
"46296",0.62,"Premium","G","VS1",62.9,58,1770,5.41,5.37,3.39,98.485263,0,0,0
"46297",0.59,"Very Good","H","VVS2",61.1,57,1771,5.39,5.48,3.32,98.063504,0,0,0
"46298",0.7,"Good","H","SI1",64.2,58,1771,5.59,5.62,3.6,113.09688,0,0,0
"46299",0.54,"Good","E","VS2",60.2,61,1771,5.27,5.32,3.19,89.436116,0,0,0
"46300",0.6,"Premium","E","SI1",59.4,60,1771,5.57,5.51,3.29,100.972403,0,0,0
"46301",0.59,"Very Good","D","SI1",63.1,61,1771,5.35,5.3,3.36,95.2728,0,0,0
"46302",0.58,"Ideal","F","VS1",61.9,54,1772,5.33,5.37,3.31,94.739151,0,0,0
